exercise_id,lesson_id,unit,sequence,prompt,answer_guidance
P15.6-E08,P15.6,P15,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P15.6-E09,P15.6,P15,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P15.6-E10,P15.6,P15,10,Explain how this lesson's idea will be used later in the course.,The next lesson formalizes the idea of values approached near an input.
P15.7-E01,P15.7,P15,1,Can a limit exist when the function is undefined at the point?,Yes.
P15.7-E02,P15.7,P15,2,Estimate a one-sided limit at a jump.,"Use the method developed in the lesson: Inspect left and right behavior, simplify only on a punctured neighborhood, and distinguish the limit from f(c). Verify all conditions and state the final result in the requested representation."
P15.7-E03,P15.7,P15,3,Analyze a limit from a value table.,"Use the method developed in the lesson: Inspect left and right behavior, simplify only on a punctured neighborhood, and distinguish the limit from f(c). Verify all conditions and state the final result in the requested representation."
P15.7-E04,P15.7,P15,4,Use conjugate rationalization for a radical limit.,"Use the method developed in the lesson: Inspect left and right behavior, simplify only on a punctured neighborhood, and distinguish the limit from f(c). Verify all conditions and state the final result in the requested representation."
P15.7-E05,P15.7,P15,5,State the defining idea behind intuitive limits in one precise sentence.,"A limit describes the value a function approaches as the input approaches a target, regardless of whether the function equals that value at the target."
P15.7-E06,P15.7,P15,6,What condition or domain restriction must remain visible in the solution?,A table can suggest a limit but finite decimal evidence cannot prove it. Formal definitions come in Calculus.
P15.7-E07,P15.7,P15,7,Describe the most likely incorrect first step and explain why it fails.,"A common error is substituting immediately, obtaining 0/0, and declaring the limit zero or nonexistent."
P15.7-E08,P15.7,P15,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P15.7-E09,P15.7,P15,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P15.7-E10,P15.7,P15,10,Explain how this lesson's idea will be used later in the course.,The next lesson uses limits and function values to classify continuity.
P15.8-E01,P15.8,P15,1,What three conditions are needed for continuity at an interior point c?,"f(c) exists, the limit exists, and the limit equals f(c)."
P15.8-E02,P15.8,P15,2,Classify a piecewise jump.,"Use the method developed in the lesson: Check the function value, left limit, and right limit separately, then classify the first failed condition and determine whether a redefinition can repair it. Verify all conditions and state the final result in the requested representation."
P15.8-E03,P15.8,P15,3,Classify a rational vertical asymptote.,"Use the method developed in the lesson: Check the function value, left limit, and right limit separately, then classify the first failed condition and determine whether a redefinition can repair it. Verify all conditions and state the final result in the requested representation."
P15.8-E04,P15.8,P15,4,Check continuity at a domain endpoint.,"Use the method developed in the lesson: Check the function value, left limit, and right limit separately, then classify the first failed condition and determine whether a redefinition can repair it. Verify all conditions and state the final result in the requested representation."
P15.8-E05,P15.8,P15,5,State the defining idea behind continuity and discontinuity in one precise sentence.,"A function is continuous at an interior point c when f(c) exists, the two-sided limit exists, and the limit equals f(c)."
P15.8-E06,P15.8,P15,6,What condition or domain restriction must remain visible in the solution?,Continuity depends on the declared domain. A function can be continuous everywhere in its domain while having excluded endpoints or asymptotes outside that domain.
P15.8-E07,P15.8,P15,7,Describe the most likely incorrect first step and explain why it fails.,A common error is calling a graph discontinuous merely because it has a sharp corner; corners can be continuous.
P15.8-E08,P15.8,P15,8,"Translate the main result into a second representation: graph, diagram, table, equation, or context.","The second representation must preserve the same inputs, outputs, restrictions, orientation, and units as the original result."
P15.8-E09,P15.8,P15,9,Write one exact conclusion and one corresponding numerical approximation or verbal interpretation.,"Retain the exact symbolic form first; round only when the context requires a numerical comparison, and state the precision."
P15.8-E10,P15.8,P15,10,Explain how this lesson's idea will be used later in the course.,The next lesson compares different forms of infinite and asymptotic behavior.
